nomor,tahun,judul,deskripsi,lokasi,status,detail_url,scraped_at
298,1986,Lahan Garapan Masyarakat Kasepuhan Citorek Ditumpangi Perum Perhutani,"Tahun 1990, Perum Perhutani melakukan reboisasi di Desa Citorek (lokasi: Gn. Kendeng, Gn. Bapang, Lebak Tugu) di blok Pasir Makam lalu berlanjut ke tahun 1994 di blok Ciguha dan blok Pasir Petey. Penanaman ini dilakukan di atas lahan garapan masyarakat yang berupa ladang dan sawah (ditanam juga pohon pinus). Akibatnya adalah lahan garapan masyarakat ditumpangi oleh Perum Perhutani. Sepanjang periode tersebut, apabila perum Perhutani menemukan masyarakat yang menggarap lahan yang dianggap oleh mereka adalah lahan perhutani maka alat-alat pertaniannya akan diambil, dan apabila masa panen maka perum Perhutani meminta 25% dari hasil panen tersebut.",hutan,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/OW5QcUxuUE1WRVk,2026-06-09T06:45:51.998332+07:00
299,2010,Kasepuhan Cisitu Masih Dibayangi Tambang Emas Liar,Kondisi di wilayah adat Kasepuhan Cisitu khususnya di wilayah eks pertambangan ANTAM di lokasi Cikidang sedang di serbu atau di jarah ribuan orangÂ  yang sama sekali mengangkangi hak-hak dan kedaulatan Kasepuhan Cisitu. Tindakan Â penjarahan ini melibatkan apparatus Desa (kepala desa) dan oknum pejabat lainnya dengan mendapatkan upeti dari setiap hasil penambangan,Emas,Pertambangan,https://tanahkita.id/data/data/konflik/detil/bi1RMVBuenh2aDA,2026-06-09T06:45:51.998332+07:00
300,2006,Penetapan Taman Nasional Ujung Kulon Menimbulkan Ketegangan di Kampung Legon Pakis,Ketegangan masyarakat dengan TNUK mulai terjadi ketika Perubahan bentuk pengelolaan kawasan dari cagar alam menjadi Taman Nasional Ujung Kulon. Kampung Legon Pakis dan beberapa kampung lainnya serta areal perkebunan/sawah milik masyarakat yang merupakan kawasan pemukiman yang berada dalam zona kelola masyarakat dalam kawasan taman nasional menjadi pemukiman yang mula-mula akan direlokasi.,Taman Nasional,Hutan Konservasi,https://tanahkita.id/data/data/konflik/detil/dk1TZHEwQTVNQXM,2026-06-09T06:45:51.998332+07:00
301,2006,Penembakan Petani Kampung Cikawung oleh Petugas Taman Nasional Ujung Kulon,"Ketegangan masyarakat dengan TNUK mulai terjadi ketika Perubahan bentuk pengelolaan kawasan dari cagar alam menjadi Taman Nasional Ujung Kulon. Puncaknya, tanggal 4 November 2006, terjadi penembakan terhadap salah seorang petani hingga tewas oleh petugas Taman Nasional (semacam Jagawana) yang bernama Untung di Curug Cikacang-Kp. Cikawung Girang.",Taman Nasional,Hutan Konservasi,https://tanahkita.id/data/data/konflik/detil/clUwNmxzZXp5djA,2026-06-09T06:45:53.129848+07:00
302,2009,Penolakan Tambang Emas di Batugosok,"Ratusan warga Manggarai Barat berunjuk rasa di Kantor Bupati dan DPRD Manggarai Barat di Labuan Bajo (29/05/2009), menentang aktivitas eksplorasi emas yang sedang berlangsung di kawasan Batu Gosok serta sejumlah rencana penambangan lain di wilayah itu. Penentuan lokasi tambang tidak pernah dikomunikasikan dengan masyarakat sekitar. Padahal area tambang seluas 2.000 hektar lokasinya berdekatan dengan perkampungan dan masih diklaim sebagai tanah ulayat. Atas desakan berbagai pihak dan bergantinya rezim pemerintahan baru di Manggarai Barat, tahun 2010 izin tambang PT Grand Nusantara dicabut. Akan tetapi, PT Grand Nusantara kembali mendapatkan Izin Usaha Pertambangan (IUP) eksplorasi pada tahun 2016 berdasarkan SK 34/1/IUP/PMA/2016.",Emas,Pertambangan,https://tanahkita.id/data/data/konflik/detil/cDVWUi1pcW1KdG8,2026-06-09T06:45:53.129848+07:00
303,2010,Kriminalisasi Warga Battang Barat di Kawasan Konservasi,"Sekitar seratusan warga Kelurahan Battang Barat, Kecamatan Wara Barat, Kota Palopo (21/04/2010) mendatangi gedung Dewan Perwakian Rakyat Daerah (DPRD) dan Pengadilan Negeri (PN) Palopo meminta agar proses hukum terhadap salah satu rekan mereka, Dani alias Mantong, dihentikan. Rencananya Dani akan disidang pada 22/4/2010 di PN Palopo dengan tuduhan penyerobotan lahan konservasi.",Hutan Lindung,Hutan Lindung,https://tanahkita.id/data/data/konflik/detil/MXBzQTFSQkxWWVk,2026-06-09T06:45:53.129848+07:00
304,1965,"Sengketa Lahan Antara PT Sumber Manggis dan Masyarakat Desa Jogomulyan, Malang","Perkebunan yang berada di Desa Jogomulyan, Kecamatan Tirtoyudo, Malang, pada awal mulanya merupakan sebuah perkebunan yang dikuasai oleh kolonial Belanda yang diberikan melalui hak erfpacht, namun kemudian karena Belanda pada tahun 1942 menyerah tanpa syarat kepada penjajah Jepang lahan perkebunan menjadi terlantar. Setelah kemerdekaan pada tanggal 17 Agustus 1945, masyarakat petani yang dahulu menjadi pekerja paksa perkebunan Belanda tersebut mulai memberanikan dan mengorganisir diri mereka untuk menguasai perkebunan bekas hak erfpacht tersebut. Masyarakat mulai menanami tanaman yang mereka inginkan, yang pada umumnya berupa tanaman pangan seperti padi dan ketela.",Eks-Perkebunan,Perkebunan,https://tanahkita.id/data/data/konflik/detil/dW9Zc3ptanRmUWs,2026-06-09T06:45:53.129848+07:00
305,1959,"Sengketa Lahan antara TNI AD dan Petani Desa Sukorejo, Jember","Pada awal abad ke 19, banyak migran yang berasa dari banyak daerah bermigrasi ke wilayah-wilayah yang masih berupa kawasan hutan untuk dibuka atau dibabat sebagai lahan pertanian ataupun perkebunan. Tak terkecuali kolonalis Belanda yang pada awal abad 19 terus melakukan eksplorasi hingga ke timur Pulau Jawa. Salah satu wilayah tersebut adalah Jember yang memiliki tanah yang subur untuk pelbagai macam jenis komoditas. Seorang yang bernama Onderneemer George Birnie menemukan lahan potensial unuk budidaya tanaman tembakau yang berada di Keresidenan Besuki yang pada 1858 mulai merintis wilayah yang secara umum masih merupakan kawasan hutan. Dengan modal yang dimiliki, Birnie, mengdatangkan para migran dan juga para pendatang lainnya untuk bekerja (secara paksa) padanya merintis kawasaan hutan tersebut dan juga membangun rel Penarukan-Klakah guna percepatan sarana distirbusi dan produksi. Kawasan yang telah dirintisnya akhirnya diajukan kepada pemerintah Belanda guna membuka perusahaan perkebunan tembakau. Pada 1870 terbitlah hak erfpacht untuk pengelolaan perkebunan selama 75 tahun oleh sebuah perusahaan Belanda bernama Landbouw Matschapij Ould Djember (LMOD). Hak erfpacht yang dimiliki oleh LMOD salah satunya adalah yang berada di wilayah Sukorejo melalui hak erfpacht NV LMOD Verponding No. 414.",Eks-Perkebunan,Perkebunan,https://tanahkita.id/data/data/konflik/detil/cEFnQjZrMEh0Ujg,2026-06-09T06:45:53.129848+07:00
306,1981,"Konflik PG Cinta Manis, Kabupaten Ogan Ilir, Sumatera Selatan","Pada awal mulanya PTPN VII merupakan bekas perkebunan kolonial Belanda. Masyarakat yang menjadi pekerja-pekerja paksa di perkebunan Belanda itu masih menggarap lahan hingga 1942, ketika Belanda menyerah kepada Jepang. Nasionalisasi perkebunan eks hak erfpacht tersebut baru dapat dinasionalisasi pada 10 November 1957. Secara legal formal diterbitkan lah PP No. 14 yang dilanjutkan PP No. 114-175 pada tahun 1959. Kemudian, perkebuanan tersebut dibagi menjadi beberapa unit-unit usaha berdasarkan jenis komoditas pada tahun 1963 yang banyak di antaranya adalah perkebunan karet.",PTPNEks-Perkebunan,Perkebunan,https://tanahkita.id/data/data/konflik/detil/eDVUY0thdE1HU1k,2026-06-09T06:45:53.130459+07:00
307,1975,Konflik antara PT KEM dan Penambang Pertambangan Rakyat (Tradisional),"Daerah pertambangan emas PT Kelian Equatorial Mining (PT KEM) yang berada hulu Sungai Mahakam â€“ yang jauh sebelum keberadaan PT KEM, merupakan daerah pertambangan rakyat (tradisional), tepatnya di sekitar anak Sungai Kelian merupakan daerah asli orang Dayak yang terdiri dari beberapa suku, yang salah satunya adala Suku Kayan. Pada sekitar tahun 1948, Suku Kayan menemukan emas di daerah hulu Sungai Kelian yang merupakan daerah yang tidak berpenghuni. Akan tetapi, secara teritorial adat, daerah tersebut merupalan daerah teritorial Suku Bahau. Suku Bahau sendiri bermukim di muara Sungai Kelian. Perkampungan atau pemukiman itu disebut Long Kelian. Terdapatnya kandungan emas di daerah tersebut telah diketahui sebelumnya, namun dianggap oleh orang-orang dari Suku Bahau sendiri tidak memiliki nilai secara ekonomis atau tidak penting. Sehingga orang Suku Bahau tidak pernah menambangnya atau memanfaatkannya.",Emas,Pertambangan,https://tanahkita.id/data/data/konflik/detil/S2hUbWVhOTZUSTA,2026-06-09T06:45:53.130459+07:00
308,1974,"Sengketa Lahan PT Nyunyur Baru (PT Kismo Handayani), Desa Soso, Kecamatan Gandusari, Blitar","Desa soso merupakan salah satu desa yang berada di Kecamatan Gandusari, Kabupaten Blitar, Jawa Timur. Secara geografis Desa Soso berada di lereng gunung yang sebagian besar wilayahnya adalah perkebunan dan pertanian. Pada awal mulanya, Desa Soso merupakan bagian dari hak erfpacht Verponding No. 39, 32, 120, 308, dan 309 dengan luas lahan sekitar 472,78 Ha atas nama NV. Handels Vereniging Amsterdam. Akibat dari gejolak ekonomi global yang merusak pasar dan produksi, perusahaan NV. Handels Vereniging Amsterdam mengalami kebangkrutan/pailit. Besarnya utang kepada bank tidak dapat dilunasi sehingga lahan perkebunan yang diusahakannya menjadi terlantar.",Eks-Perkebunan,Perkebunan,https://tanahkita.id/data/data/konflik/detil/S056dUhZeWJubWs,2026-06-09T06:45:53.130459+07:00
309,1972,Sengketa Lahan Antara PT SAMP dan Tiga Desa di Telukjambe,"Tiga desa yang berada di Kecamatan Telukjambe dan Kecamatan Pangkalan, Karawang, yaitu Desa Wanakerta, Desa Wanasari, dan Margamulya yang berbatasan langsung dengan wilayah Kabupaten Cianjur, Purwakarta, dan Bogor pada awal mulanya pernah tercatat sebagai Eigendom Verponding No. 54 dalam surat ukur No. 40 tahun 1845 pada masa kolonialisasi Belanda atas nama NV. Mijtot Ex Ploitatie Van De Tegal Waroe Landen seluas 55.173 Ha. Lahan dengan alas hak erfpacht tersebut dipergunakan oleh kolonial Belanda untuk dijadikan lahan perkebuan, kopi, teh, tebu, dan sebagainya dengan menerapkan kebijakan tanam paksa terhadap masyarakat.",Eks-Perkebunan,Perkebunan,https://tanahkita.id/data/data/konflik/detil/ZXB1bXowNkE4OFk,2026-06-09T06:45:53.130459+07:00
310,1966,"Sengketa Lahan PT Pagilaran di Lima Desa, Kecamatan Blado, Kabupaten Batang","Belanda memanfaatkan lahan tersebut untuk ditanam tanaman kina dan kopi, namun gagal. Kondisi geografis yang berada di wilayah dataran tinggi tersebut akhirnya dialihkan menjadi perkebunan teh. Sistem sewa menyewa yang dilakukan Belanda pada saat itu sangat tidak manusiawi, yang mana masyarakat setempat dipekerjakan layaknya budak yang harus bekerja di lahan yang dikuasai Belanda (Nugroho 2007). Pada 1920, pemerintah Belanda mengundang investor asing yang berasal dari Inggris untuk mengambil alih perusahaan perkebunan tersebut, yang kemudian pada tahun 1928 didirikanlah perusahaan P&T Landâ€™s (Nugroho 2007).",Eks-Perkebunan,Perkebunan,https://tanahkita.id/data/data/konflik/detil/cW4zal9PdS1yc2c,2026-06-09T06:45:53.130459+07:00
311,1952,Sengketa Lahan PDP Jember dengan Masyarakat Ketajek,"Sengketa lahan di Perkebunan Ketajek berada di dua desa, yaitu Desa Pakis dan Desa Suci, Kecamatan Panti, Jember. Secara geografis kedua desa ini berada di wilayah yang memiliki tanah subur karena berdampingan langsung dengan gunung vulkanik, Argopuro. Dengan kondisi tersebut, wilayah yang berada di dataran tinggi ini sangat mendukung baik untuk pertanian, maupun perkebunan. Pada masa kolonial Belanda, lahan Ketajek merupakan lahan yang berdiri di ata alas hak erfpacht Verponding No. 2712 seluas 125,73 Ha dan verponding No. 2713 dengan luas 352,14 Ha, yang bila dijumlahkan seluas 477,87 Ha atas kepemilikan Landbouw Maatschppij Oud Djember (LMOD) yang dimiliki seorang asing bernama George Bernie untuk ditanami tanaman kopi dan kakao.",Eks-Perkebunan,Perkebunan,https://tanahkita.id/data/data/konflik/detil/OVZSMGtUUEZFMXM,2026-06-09T06:45:54.318009+07:00
312,1969,"Sengketa Lahan PT Ambarawa maju dan masyarakat Desa Simbangdesa dan Desa Kebumen, Kabupaten Batang","Secara geografis Kabupaten Batang membentang dari wilayah dataran tinggi, pegunungan, hingga wilayah  dataran rendah, perairan/ laut. Dengan luas hampir 80.000 Hektar, Kabupaten Batang menawarkan potensi sumberdaya alam yang luar biasa, mulai dari hasil-hasil perikanan, hingga hasil pertanian dan perkebunan. Desa Simbangdesa dan Desa Kebumen merupakan sedikit dari desa yang berada di Kecamatan Tulis dan Kecamatan Subah yang rata-rata jumlah penduduknya sebanyak 4.000 jiwa dan sebagian besar di antaranya bermatapencahariaan sebagai petani.",Eks-Perkebunan,Perkebunan,https://tanahkita.id/data/data/konflik/detil/ZzhlYlM3NF9LclE,2026-06-09T06:45:54.318009+07:00
313,1968,Konflik Lahan di Padang Halaban,"Pada tahun 1968, Rasyim dan warga desa dikumpulkan di balai agung (sekarang disebut balai desa). Warga disuruh menyerahkan surat KTPPT dengan alasan akan diperbarui. Ternyata, setelah surat-surat itu diserahkan, warga diusir dari tanah yang mereka kuasai. Warga yang melawan, atau menolak menyerahkan surat KTPPT, akan dilabeli anggota BTI atau simpatisan PKI agar tindakan represif terhadap mereka mendapat pembenaran.",Perkebunan Kelapa SawitPerkebunan Karet,Perkebunan,https://tanahkita.id/data/data/konflik/detil/bVgxRmFLZHktSUk,2026-06-09T06:45:54.318009+07:00
314,1998,"Konflik Lahan di Tanjung Batang, Lampung Selatan","Sejak area tanam perusahaan diperluas, kawasan tanam yang semestinya hanya berada di satu desa, Desa Budi Lestari, meluas ke tiga desa lainnya. Desa-desa itu di antaranya ialah Desa Talang Jawa, Tri Panca Tunggal, dan Sinar Karya, meliputi 400 ha yang terpakai sebagai perluasan PT LPF. Desa Talang Jawa sendiri terkena perluasan penanaman  oleh perusahaan seluas 20 ha.  Warga desa akhirnya bersatu untuk merebut kembali tanah hak mereka.",hutan,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/eHdGcHVDMUZYRzA,2026-06-09T06:45:54.318009+07:00
315,1988,Konflik Warga Pesisir Bukit dengan Taman Nasional Kerinci Seblat,"Pada 12 Desember 1988, terbit SK Gubernur No. 508 tentang penghapusan dan penyatuan desa. SK itu menjadi landasan operasional tentang keharusan pengosongan taman nasional dari keberadaan rakyat. Rakyat harus angkat kaki dari kawasan yang termasuk taman nasional. Konflik mencapai puncaknya ketika petugas BPN dan Kehutanan melakukan pengukuran. Mereka melakukan pemasangan patok tanpa melibatkan rakyat setempat.",Taman Nasional,Hutan Konservasi,https://tanahkita.id/data/data/konflik/detil/aFNOZTFsdzhsNlk,2026-06-09T06:45:54.318009+07:00
316,1970,Perampasan Lahan di Soge Indramayu,"Pasca 1965 hingga pemerintahan Orde Baru menjalankan kekuasaannya, Kuwu Catim meminjam SK KINAG yang dimiliki warga. Kemudian, Kuwu Catim memperjualbelikan SK itu dengan cara memalsukan akta jual beli. Pokrol Bambu, kelompok pengacara lokal, membantu Kuwu Catim memuluskan proses jual beli tanah itu.",Eks-Perkebunan,Perkebunan,https://tanahkita.id/data/data/konflik/detil/em1wVHJmVXQ1Zmc,2026-06-09T06:45:54.318009+07:00
317,1979,"Kasus Tanah Ulayat Nagari Mungo, Kabupaten Lima Puluh Kota, Sumatera Barat","Tanah ulayat Nagari Mungo berada di kaki bukit utara bagian Gunung Sago, Kecamatan Luak, Kabupaten Limapuluh Kota, Provinsi Sumatera Barat. Setelah UU Desa tahun 1979 berlaku, tanah ulayat Nagari Mungo yang semula terdiri dari sepuluh desa, digabung menjadi dalam satu wilayah yang disebut Nagari Mungo. Nagari Mungo sendiri terletak di antara tiga kenagarian: Nagari Sungai Kamuyang, Nagari Andaleh, dan Nagari Bukit Sikumpar.",Eks-Perkebunan,Perkebunan,https://tanahkita.id/data/data/konflik/detil/QV9RbWxyQVYtU3M,2026-06-09T06:45:54.323714+07:00
318,1986,Sengketa Lahan di Perkebunan Badega,"Pada 3 Juli 1986, tanpa pemberitahuan, Mendagri menerbitkan Surat Keputusan (SK) No. 33/HGU/DA/1986 kepada PT SAM yang berakhir pada 1 September 2011. Sejak saat itu, PT SAM bersama dengan aparat dan organisasi Himpunan Kerukunan Tani Indonesia (HKTI) tingkat kecamatan melakukan berbagai ancaman dan teror untuk mengusir petani keluar dari tanah garapan, termasuk dari pemukiman yang berada di areal HGU PT SAM.  Kondisi mendesak ini menimbulkan perlawanan yang dilakukan oleh petani penggarap yang juga turut bekerja sama dengan sejumlah aktivis mahasiswa, NGO, terutama LBH Bandung sebagai kuasa hukum para petani penggarap.",Eks-Perkebunan,Perkebunan,https://tanahkita.id/data/data/konflik/detil/RUFPMWZjdnhpSzA,2026-06-09T06:45:54.323714+07:00
319,2011,"PLTU Batang, Jawa Tengah","Pembangkit Listrik Tenaga Uap (PLTU) batu bara Batang, selanjutnya disebut PLTU Batang, berlokasi di lima desa dalam dua kecamatan di Kabupaten Batang, Jawa Tengah. Desa-desa tersebut di antaranya ialah Desa Ujungnegoro, Karanggeneng, Wonokerso, Kecamatan Kandeman, serta Desa Ponowareng dan Desa Roban di Kecamatan Tulis. Ratusan hektar tanah di daerah tersebut merupakan tanah subur yang digunakan petani setempat untuk bertani dan berkebun. Wilayah perairan yang berada di sebelah utara Kabupaten Batang merupakan laut yang memiliki keanekaragaman hayati yang tinggi. Selain itu, wilayah perairan tersebut juga masuk ke dalam Kawasan Konservasi Laut Daerah (KKLD) yang ditetapkan melalui SK Menteri Kelautan dan Perikanan No.Kep.29/MEN.2012 (kkp.go.id).",PLTU,Infrastruktur Energi Listrik,https://tanahkita.id/data/data/konflik/detil/UVhuQ0JpVUlqZU0,2026-06-09T06:45:54.323714+07:00
320,2003,Pencaplokan Lahan oleh PT Pan Lonsum Plantation di Bulukumba,"Sengketa lahan masyarakat dengan PT Pan London Sumatera Plantation (PT Lonsum/PT PLSP) di Kabupaten Bulukumba, Provinsi Sulawesi Selatan, berlangsung di wilayah yang meliputi tiga kecamatan. Di antaranya, Kecamatan Kajang, Kecamatan Bulukumaba, Kecamatan Ujung Loe.",Perkebunan Karet,Perkebunan,https://tanahkita.id/data/data/konflik/detil/SjNBOW9qeWJpOG8,2026-06-09T06:45:54.323714+07:00
321,2017,Dinas Peternakan Propinsi Usir Masyarakat Adat Pubabu dari Wilayah Adatnya.,"Masyarakat Adat Pubabu yang menempati Hutan Adat tersebut melakukan perlawanan terhadap Pemerintah sejak tahun 2009, Jumlah Kepala Keluarga (KK) sebayak 52 KK. Karena selalu merasa tidak nyaman maka banyak yg pindah dan sekarang timggal 25 KK yang masi menenpati Hutan Adat tersebut, kini  25 KK yang masih tingga  di gusur/pindahkan. Menjawab Penolakan Masyarakat Adat Pubabu Pemerintah Daerah melakukan Rapat Dengar Pendapat pada 31 Oktober 2017, Hasilnya Pemerintah mengakui kepemilikan Hak memiliki sertivikat (yang dikeluarkan pada tahun 1983 setelah ada pelepasan Hak oleh Masyarakat adat Pubabu Tahun 1979) atas tanah dengan luas 6.000 Ha yang di dalamnya terdapat 2.671,40 Ha adalah Hutan Adat Pubabu, namun sertifikat Hak Guna Pakai dinyatakan hilang oleh Pemerintah sehingga pemerintah membuat duplikat sertifikat tersebut pada tahun 2013. Penduplikasian sertifikat Hak Guna Pakai tahun 2013 dilakukan secara sepihak oleh Dinas Peternakan Propinsi.",hutan,Hutan Produksi,https://tanahkita.id/data/data/konflik/detil/U1V1V29RLXZkbVE,2026-06-09T06:45:55.497257+07:00
322,2016,Warga Cirebon gugat pemerintah atas izin lingkungan PLTU Batubara Kanci,"Hari ini masyarakat terdampak pembangunan PLTU Batubara Kanci di Cirebon mengajukan gugatan terhadap Pemerintah Provinsi Jawa Barat atas diterbitkannya izin lingkungan tentang kegiatan dan pembangunan PLTU Batubara yang berlokasi di kecamatan Astanajapura dan Kecamatan Mundu, Kabupaten Cirebon. Gugatan disampaikan oleh Rakyat Penyelamat Lingkungan (RAPEL) ke Pengadilan Tata Usaha Bandung (TUN), didampingi Tim Advokasi Hak Atas Keadilan Iklim.",PLTU,Infrastruktur Energi Listrik,https://tanahkita.id/data/data/konflik/detil/X1pPSmdJZXVSdnc,2026-06-09T06:45:55.497257+07:00
