nama_perusahaan,jenis_badan_usaha,provinsi,nib,npwp,telepon,email,alamat,jumlah_izin,jumlah_izin_nikel,jumlah_izin_lainnya,status_iup,komoditas,golongan,lokasi_izin,total_luas_ha,nilai_investasi_usd_juta,nilai_investasi_idr_miliar,tahun_investasi,kapasitas_produksi_ton_tahun,jenis_kapasitas,status_operasional,sumber_data_investasi,sumber_data_kapasitas,catatan
ANUGRAH BATU SULAWESI RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120110150523,76876174*******,,,OFFICE KEBAYORAN ICON LT.6 JL.CILEDUG RAYA NO.35 CIPUL;IR KEBAYORAN LAMA JAKSEL,1,0,1,LEGAL,Batuan,Batuan,KAB. TOLI TOLI,47.82,,,,,,,,,
ANUGRAH RAYA KALTINDO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120201170088,066153324*******,082192923993___,,"Jl. Malonda, Watusampu, Ulujadi, Kota Palu, Sulawesi Tengah 94229",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KOTA PALU,10.60,,,,,,,,,
ARFIDI SUKSES MANDIRI,Perusahaan Komanditer (CV),Sulawesi Tengah,0220304360535,94522713*******,082223098370___,,"Jalan Towua 1 No. 6C, Kel. Tatura Selatan, Kec. Palu Selatan, Kota Palu, Sulawesi Tengah",1,0,1,LEGAL,Diorit,Batuan,KAB. DONGGALA,39.00,,,,,,,,,
ARGASARI PRATAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120109811531,01460996*******,082345678137___,,"JL.GAJAHMADA NO. 61, Desa/Kelurahan Ujuna, Kec. Palu Barat, Kota Palu, Provinsi Sulawesi Tengah",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. DONGGALA,15.77,,,,,,,,,
ARIFIN CHAN MALINDO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120503812473,072540020*******,,,DUSUN MASENNANG,1,0,1,LEGAL,Batu Gunung Quarry Besar,,KAB. DONGGALA,18.50,,,,,,,,,
ASET SULAWESI MINERALINDO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0260010210152,086448082*******,,,,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,166.66,,,,,,,,,
ASIA AMANAH MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2205240013398,020579209*******,0811545304,asiaamanahmandiri@gmail.com,PESONA BEVERLY HILLS BLOK CB NO. 3 ,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,10.47,,,,,,,,,
ASSAQTI MORUT ENERGY,Perusahaan Komanditer (CV),Sulawesi Tengah,0109210034004,43327849*******,082312107703___,,"Beteleme, Kel. Beteleme, Kec. Lembo, Kab. Morowali Utara, Provinsi Sulawesi Tengah, Kode Pos: 94966",1,0,1,LEGAL,Pasir,Batuan,KAB. MOROWALI UTARA,24.50,,,,,,,,,
AURORA CAHAYA LESTARI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120118211013,84424636*******,085242839343___,,"Jln.Bayangkara II No 1, Kel. Apal, Kec. Liang, Kab. Banggai
Kepulauan, Prop. Sulawesi Tengah",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. BANGGAI KEPULAUAN,113.70,,,,,,,,,
BAHOEA ALAM JAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1403220040294,063355916*******,085311017990___,,BAHORURU DESA BAHORURU KECAMATAN BUNGKU TENGAH KABUPATEN MOROWALI SULAWESI TENGAH,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MOROWALI,38.56,,,,,,,,,
BAHTERA BERKAH ABADI GRUP,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120010130755,076500023*******,082196222950,pt.bahteraberkahabadigrup@gmail.com,"Ruko Taman Tekno Jl. Boulevard Blok D1 BSD CITY, Serpong",1,0,1,LEGAL,Batu Gunung Quarry Besar,,KOTA PALU,9.50,,,,,,,,,
BAKAL MAJU,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120214201796,01993188*******,,,JL. G. WITUMAPIDA NO. 9 PALU,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,20.60,,,,,,,,,
BALQIS REZA REVOLO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120111073709,93097079*******,02131997117____,,"GEDUNG THE CITY TOWER LT.12 UNIT 1-S, JALAN MH THAMRIN NO. 81 KEL. MENTENG KEC. MENTENG JAKARTA PUSAT",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,30.00,,,,,,,,,
BANUA INANTA CEMERLANG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0266000951651,03341795*******,082172946918___,,"JL. MIANGAS III NO.30A, KOTA PALU
Kelurahan : Ujuna",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,43.00,,,,,,,,,
BARA MITRA ANDALAN SEJAHTRA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0202220041614,063181742*******,0218354081,bmas.oss.01@gmail.com,Menara Imperium Lantai 10,1,0,1,LEGAL,Batuan,Batuan,KOTA PALU,16.88,,,,,,,,,
BAROKAH SEJAHTERA WATUSAMPU,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2203230026726,040048929*******,082195180141___,,JALAN AGUS SALIM,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KOTA PALU,10.30,,,,,,,,,
BAROKAH WATUSAMPU,Perusahaan Komanditer (CV),Sulawesi Tengah,3110220077584,60914041*******,081342975981___,,"MALONDA NO. 178, RT. 001 RW.002, WATUSAMPU, ULUJADI",1,0,1,LEGAL,Andesit,Batuan,KOTA PALU,7.05,,,,,,,,,
BARU TERBIT,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120011000075,80674958*******,081341027480___,,"Jl. Pemuda No 1, Kel Besusu, Kec. Palu Timur, Kota Palu, Sulawesi Tengah",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. DONGGALA,13.98,,,,,,,,,
BATU ALAM PRIMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0404220003495,63878478*******,081311567474___,,"JL. SAMRATULANGI NO. 77 A, Desa/Kelurahan Besusu Tengah, Kec.
Palu Timur, Kota Palu, Provinsi Sulawesi Tengah",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,22.02,,,,,,,,,
BATU ALAM SUMBER SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120002711718,03227015*******,,,,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,25.00,,,,,,,,,
BATU AMPANA SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2911220073173,61838785*******,081311718071___,,"PONDOK INDAH OFFICE TOWER 2 LANTAI 11 UNIT 1101, JALAN SULTAN ISKANDAR MUDA KAV. V-TA",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. TOJO UNA-UNA,153.80,,,,,,,,,
BATU HITAM JASA PERTAMBANGAN,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1512210047314,053611465*******,082122133383,batuhitamjasapertambangan@yahoo.com,JALAN R. E. MARTADINATA RUKO TRANSWAY AVENUE BLOK CC 1 NOMOR 1-2 CITRALAND,1,0,1,LEGAL,Andesit,Batuan,KAB. DONGGALA,43.21,,,,,,,,,
BATU TAMBANG SAMBALAGI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0301220028454,53502803*******,081280798188___,,"DESA SAMBALAGI, KEC. BUNGKU PESISIR",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,193.16,,,,,,,,,
BATUAN UNGGUL PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0403220029234,63394199*******,081119042627___,,APL Tower Lantai 38 Unit T5-T6,1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. MOROWALI,1136.63,,,,,,,,,
BATUJAYA BERSAMA SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120410162701,075519456*******,6281290205678__,,"Jalan Boulevard Galaxy Raya Blok RSK 7 No.82, Kelurahan Jaka Setia,
Kecamatan Bekasi Selatan, Bekasi 17147, Komplek Grand Galaxy City.,
Desa/Kelurahan Jakasetia, Kec. Bekasi Selatan, Kota Bekasi, Provinsi
Jawa Barat,
Kode Pos: 17147",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,86.00,,,,,,,,,
BATULICIN BARAMEGA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1111220052122,002918800*******,02150105669____,,"JL. PELABUHAN FERRY RT 005, KEL. KERSIK PUTIH, KEC, BATULICIN",1,0,1,LEGAL,Andesit,Batuan,KAB. DONGGALA,43.15,,,,,,,,,
BERKAH BATU BANAWA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120318071505,03241449*******,,,,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,20.00,,,,,,,,,
BERKAH BATU SENTOSA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0703240078675,08078138*******,08114506726____,,"Jl Dewi Sartika, Birobuli Selatan, Kec Palu Selatan, Kota Palu",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,47.87,,,,,,,,,
BERKAH MITRA SENTOSA SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0806250019372,100000000*******,,,-,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. TOLI TOLI,27.60,,,,,,,,,
BERKAH UTAMA MOROWALI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2102220056276,96073020*******,085216452919___,,"Desa Bahomoahi, Kecamatan Bungku Timur,Kabupaten Morowali, Provinsi Sulawesi Tengah, Desa/Kelurahan Bahomoahi, Kec. Bungku Timur, Kab. Morowali, Provinsi Sulawesi Tengah",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MOROWALI,19.77,,,,,,,,,
BINA DAYA LAHAN PERTIWI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1007220008048,001938120*******,02150322682,binadayalahanpertiwi.office@gmail.com,Jl. Pintu Air II Nomor 32,1,0,1,LEGAL,Emas,Mineral Logam,KAB. BUOL,3836.00,,,,,,,,,
BINTANG CEMERLANG MINERAL MORUT,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0311220096023,061590072*******,082291808422___,,jln. moh. hatta no 55 Besusu Tengah Palu Timur Kota Palu Sulawesi Tengah,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,97.80,,,,,,,,,
BINTANG MANUNGGAL PERSADA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220004161718,031658689*******,081354687261___,,JL.MALONDA RT.002 RW.004,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KOTA PALU,17.17,,,,,,,,,
BINTANG MINING UTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2110220004185,70275837*******,081242420234___,,JL. LASEMBA NO.150 WASUPONDA,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,97.83,,,,,,,,,
BIOMAS INTERNASIONAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120004932909,003209333*******,,pt.biomasinternasional@gmail.com,"Gedung De Ploeit Centrale Lantai 8, Jalan Pluit Selatan Raya",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,180.00,,,,,,,,,
BOBBY CHANDRA GLOBAL INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1216000220999,031658209*******,082210946273,ptbobbychandraglobal.legal@gmail.com,"APARTEMEN NEO SOHO UNIT 3216, JL. S. PARMAN KAVLING 28",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. BANGGAI,199.50,,,,,,,,,
BOSOWA TAMBANG INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120006881567,02978730*******,04113666777____,bosowatambangindonesia2019@gmail.com,"MENARA BOSOWA LT. 16, JL. JEND. SUDIRMAN NO. 5, KEL. PISANG UTARA, KEC. UJUNG PANDANG, KOTA MAKASSAR",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,22.00,,,,,,,,,
BRAVO MAHESA ARKATAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220003561692,94843545*******,02129339389____,,"Jalan Let Jend. S. Parman kav. 28, Lantai 16-T9 APL Tower Podomoro City (Central Park), Kota Adm. Jakarta Barat Provinsi DKI Jakarta 11470",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,82.00,,,,,,,,,
BUANA SULAWESI PARAMITA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1287000231416,82175109*******,02157944584____,,"Gd. Menara Karya lantai 19 Unit E, Jl. HR Rasuna Said, Kel. Kuningan Timur, Kec. Setiabudi, Kuningan - Jakarta Selatan",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,12.85,,,,,,,,,
BUKIT INDAH NIRWANA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2001230049053,62504733*******,081341446089___,,"DESA BAHOMOHONI, KECAMATAN BUNGKU TENGAH, KABUPATEN MOROWALI PROVINSI SULAWESI TENGAH",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. MOROWALI,190.00,,,,,,,,,
BUKIT MAKMUR PERDANA,Perusahaan Komanditer (CV),Sulawesi Tengah,9120103830061,92372021*******,085270888801___,,JL. BIMOR JAYA,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MOROWALI UTARA,50.00,,,,,,,,,
BULURI REZEKI MUSA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1104230054026,40480892*******,085396815159___,,Jalan Trans Sulawesi,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KOTA PALU,48.00,,,,,,,,,
BUMI ALPHA MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,406230092509,39290847*******,08114538256____,,Jl. RADJAPANTO,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. SIGI,95.54,,,,,,,,,
BUMI BINTANG SILIKA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2303220015406,63790476*******,0215153533_____,,"PLAZA ASIA LT 6, JL JENDERAL SUDIRMAN KAV 59, JAKARTA SELATAN",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,305.40,,,,,,,,,
BUMI MOROWALI ABADI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2705230034126,40942687*******,081243443144___,,Dusun 003 Dekat Mesjid Desa Laroenai Kecamatan Bungku Pesisir,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,85.44,,,,,,,,,
BUMI NICKEL MOROWALI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2208220044719,65952465*******,082190699945___,,JL. TRANS SULAWESI,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MOROWALI,7.90,,,,,,,,,
BUMI NUSANTARA RESEARCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,null_16797,,082346846047,,"Desa Korololaki, Desa/Kelurahan Korololaki, Kec. Petasia, Kode Pos: 94971",1,0,1,LEGAL,,Mineral Logam,KAB. MOROWALI UTARA,,,,,,,,,,
CAHAYA ALAM MAKMUR,Perusahaan Komanditer (CV),Sulawesi Tengah,2008210004607,43140085*******,082293735398___,,"DESA PEBATAE, Desa/Kelurahan Pebatae, Kec. Bumi Raya, Kab. Morowali, Provinsi Sulawesi Tengah 94976",1,0,1,LEGAL,Pasir,Batuan,KAB. MOROWALI,42.71,,,,,,,,,
CAHAYA MINERAL INDUSTRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2811220064418,61838319*******,082191512369___,,DESA KEUREA,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MOROWALI,26.00,,,,,,,,,
CAHAYA MINERAL SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0510210028872,43280544*******,082360330399___,,Jalan Trans Sulawesi Nomor 07,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,41.80,,,,,,,,,
CALMONA PRIMA JAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2102220011612,063397248*******,,,-,2,0,2,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. MOROWALI,387.44,,,,,,,,,
CELEBES ANUGERAH MULIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0903230104133,40057883*******,02130010461____,,"Garden Avenue Rasuna 1st Floor GA-1.12, Jl. Epicentrum Tengah No.3, Kawasan Rasuna Epicentrum, Desa/Kelurahan Karet Kuningan, Kec. Setiabudi",1,0,1,LEGAL,Andesit,Batuan,KOTA PALU,12.00,,,,,,,,,
CELEBES LINOTA,Perusahaan Komanditer (CV),Sulawesi Tengah,9120014092492,76795468*******,085340625820___,,"Perum Graha Tinggede B, No 12 RT 025 RW 005, Kel Tinggede, Kec. Marawola, Kab. Sigi, Prov. Sulawesi Tengah",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,48.03,,,,,,,,,
CETARA KARYA PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0103230052505,31322159*******,02150106923____,,"Jl. DANAU TONDANO T. 10A RT 013 RW 005, BENDUNGAN HILIR, TANAH ABANG JAKARTA PUSAT",2,0,2,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. MOROWALI,198.86,,,,,,,,,
CIPTA MINERAL PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220209873813,081426511*******,0811825001_____,,"Jalan Maleo No.12, Tanamodindi, Mantikulore, Palu",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. MOROWALI,160.70,,,,,,,,,
CITRA PALU MINERALS,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120209241018,001072061*******,,,"BAKRIE TOWER LANTAI 10, KOMPLEKS RASUNA EPICENTRUM, JLN.H.R.RASUNA SAID, KELURAHAN KARET KUNINGAN, KECAMATAN SETIABUDI, JAKARTA SELATAN 12940",1,0,1,LEGAL,Emas,Mineral Logam,"KAB. DONGGALA, KAB. TOLI TOLI, KAB. PARIGI MOUTONG, KAB. SIGI, KOTA PALU, KAB. LUWU UTARA",85180.00,,,,,,,,,
DAKSA PETRA MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2305220055517,65482706*******,081290082267___,,"Jl. H. Mursalim Kelurahan Pisangan, Kec. Ciputat Timur, Kota Tangerang Selatan Provinsi Banteng",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,72.17,,,,,,,,,
DAMPALA SEJAHTERA BERSAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1215000420664,41774370*******,085298638008___,,"Jl. Trans Sulawesi Desa Dampala Kecamatan Bahodopi,
Kabupaten Morowali, Propinsi Sulawesi Tengah",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MOROWALI,12.55,,,,,,,,,
DAVINDO JAYAMANDIRI PALU,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1509220062566,60730156*******,08125865450____,,Jalan Sungai Kapuas No 3A,1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KOTA PALU,16.18,,,,,,,,,
DENMAR JAYA MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1254001422446,41436817*******,085396815159___,,"Desa Geresa dan laroue, kec. Bungku Timur, Kab. Morowali, Provinsi Sulawesi tengah",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,73.53,,,,,,,,,
DHEA HARUM PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1207000351962,70813003*******,,,,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,21.60,,,,,,,,,
DUTA SARANA MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0108230081663,93790559*******,08114559954____,,Jalan Trans Sulawesi Desa Siumbatu,1,0,1,LEGAL,Tanah Urug,Batuan,KAB. MOROWALI,16.13,,,,,,,,,
DWI PERMATA KUARRY,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120118281799,03275415*******,0217190086,info@dpkquarry.com,"Gedung Bangka Jl. Bangka Raya No. 33 Lantai 3 Unit 03, Kel. Pela Mampang, Kee. Mampang Prapatan, Kota Adm. Jakarta Selatan, Prop. DKI Jakarta",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. TOLI TOLI,102.70,,,,,,,,,
EMPROS DHARMA JAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120108492592,091153846*******,02154316538____,,"PIK Avenue Mall, Level 6, Jalan Pantai Indah Kapuk Boulevard, Kota Adm. Jakarta Utara, DKi Jakarta",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. BANGGAI,92.00,,,,,,,,,
ESTETIKA KARYA UTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120108973708,092711741*******,081342500699,,Desa Borone Kecamatan Ampana Tete Kabupaen Tojo Una-una,1,0,1,LEGAL,Batuan,,KAB. TOJO UNA-UNA,17.60,,,,,,,,,
ESWE SURYA MEDIKA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1291000312328,41882108*******,02122464325____,,"Ruko Arcadia Grande Blok F No. 2, Jl. Boulevard Raya Gading Serpong",1,0,1,LEGAL,Andesit,Batuan,KAB. BANGGAI,72.20,,,,,,,,,
FARHAN BATU PALU.,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120307881437,61997107*******,085242472229___,,"Jl. Malonda RT 002 RW 004 Buluri, Ulujadi, Kota Palu Sulawesi Tengah",1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KOTA PALU,18.01,,,,,,,,,
FAZDA PERTAMBANGAN BEBATUAN,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120300731058,80714228*******,,fazdapertambangan@gmail.com,"JL. WOLTER MONGINSIDI NO.32 KEL. BAHOUE, KEC. PETASIA, KAB. MOROWALI UTARA, SULAWESI TENGAH",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,33.00,,,,,,,,,
FINARA RAMA MOROWALI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2610220001685,61456844*******,081244730108___,,"Desa Kolono, Desa/Kel. Kolono, Kec. Bungku Timur, Kab. Morowali, Provinsi Sulawesi Tengah, 94973",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,80.00,,,,,,,,,
GAMPING BUMI ASIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0607230325275,039519631*******,,,-,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. BANGGAI KEPULAUAN,199.00,,,,,,,,,
GAMPING SEJAHTERA MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0607230337065,039507081*******,,,-,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. BANGGAI KEPULAUAN,199.00,,,,,,,,,
GEMILANG BATU KOLO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1245000520668,42060272*******,085242164423___,,"Jalan Bunga Flamboyan Nomor 17, Kel. Hanga Hanga, Kec.
Luwuk Selatan, Kab. Banggai, Prov. Sulawesi Tengah",1,0,1,LEGAL,Batu Gamping untuk Industri,Mineral Bukan Logam Jenis Tertentu,KAB. MOROWALI UTARA,98.60,,,,,,,,,
GIRI MORI SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1011210049227,53159346*******,0216333803_____,,JALAN PEMBANGUNAN I NOMOR 3,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI UTARA,45.00,,,,,,,,,
GITA PERKASA MINERALINDO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220202752436,95444807*******,,,,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. MOROWALI UTARA,160.00,,,,,,,,,
GOSYEN ALAM SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1410220001454,61364330*******,081244730108___,,"Desa Kolono, Desa/Kelurahan Kolono, Kec. Bungku Timur, Kab. Morowali,
Provinsi Sulawesi Tengah",1,0,1,LEGAL,Kerikil Berpasir Alami (Sirtu),Batuan,KAB. MOROWALI,11.00,,,,,,,,,
GRAHA BATU PERDANA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1218000300495,041688938*******,0811511866,,": Jl. Poros Trans Sulawesi Tengah, Desa Bahomohoni,Kel. Bahomohoni , Kec. Bungku Tengah, Kab.Morowali,( Sulawesi Tengah )",1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,122.36,,,,,,,,,
GRAHA ISTIKA UTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120008861343,001521792*******,628111128876___,,Jl. Chairil Anwar No 23 Palu,1,0,1,LEGAL,Batu Gamping,Batuan,KAB. MOROWALI,61.50,,,,,,,,,
GRAHA OGE PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2202230070757,62901494*******,085241163655___,,JALAN AGATIS KELURAHAN BOYAOGE KECAMATAN TATANGA KOTA PALU SULAWESI TENGAH,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,30.57,,,,,,,,,
GRAHA VEGA TODEA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2401230005576,03227103*******,085240731819___,,JALAN AGATIS PERUM BOYAOGE INDAH,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,33.54,,,,,,,,,
GRIYA NUSA TAMBANG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2408220000858,060733913*******,0811969175,main.griyanusatambang@gmail.com,"Gold Coast Office Tower Liberty Lantai 21 Unit F, Pantai Indah Kapuk",2,0,2,LEGAL,Tanah Urug,Batuan,KAB. BANGGAI,2821.20,,,,,,,,,
GUNUNG BATU ULTIMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1276000220838,041345547*******,04518446525,gunungbatuultima.pt@gmail.com,JL. JUANDA 1,1,0,1,LEGAL,Andesit,Batuan,KAB. DONGGALA,39.22,,,,,,,,,
GUNUNG SUKSES VANI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1901230084229,62493963*******,082153927298___,,Jl. Arif Rahman Hakim No. 48 Rt. 02,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,35.24,,,,,,,,,
HADJU PUTRA MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1294000200417,41317160*******,04514134627____,,sungai manonda perumaham galara griya Permai Blok R no 19,1,0,1,LEGAL,Batu Gunung Quarry Besar,Batuan,KAB. DONGGALA,124.64,,,,,,,,,
